id,text,T1 Target,T1 Argument,T1 Harmful,T2 Target,T2 Argument,T2 Harmful,T3 Target,T3 Argument,T3 Harmful,T4 Target,T4 Argument,T4 Harmful,T5 Target,T5 Argument,T5 Harmful,T6 Target,T6 Argument,T6 Harmful,,,
1161045536432173057,I got another question? If Y’all On BAECATION 💑how y’all keepin find ppl to take y’all couples pics n shit in y’,Y'all,n shit,NO,,,,,,,,,,,,,,,,,,
1156735289030823942,@USER @USER After watching all these losers he must really feel like a huge pile of �,these losers,losers,YES,he,a huge pile of �,YES,,,,,,,,,,,,,,,
1157833482023907328,@USER I just want to tell all these horrible people to shut the hell up. Can't see how they can even show their faces in public.,these horrible people,horrible,YES,these horrible people,shut the hell up,YES,,,,,,,,,,,,,,,
1156398634612723719,i physically can’t say nigga around white people like that word no longer exi,nigga,nigga,YES,,,,,,,,,,,,,,,,,,
1160372543288688640,"Yal r soooo ignorant on this app, wtf!😩😹😹😹😹😹😹Scratching the mosquito bite on yo ankle damn near bette",Yall,ignorant,YES,Yall,wtf,YES,,,,,,,,,,,,,,,
1187167704303755264,"who had mental problems that were ignored. they all did. Zouis died years ago, get the fuck over it and stop asking them about it",NULL,ignored,YES,NULL,get the fuck over it,YES,,,,,,,,,,,,,,,
1158495007474479104,@USER Shitty auto animations are a form of cc too,@USER,Shitty,YES,,,,,,,,,,,,,,,,,,
1182450300290031617,"Sometimes you gotta leave a nigga where he wanna be left at , in these streets, everybody house &amp; with these hoes 🤷🏽�",nigga,nigga,YES,hoes,hoes,YES,,,,,,,,,,,,,,,
1185868564412190726,@USER @USER Lying 24/7 to the American people is deplorable. Go burn in hell.,@USER,lying,YES,@USER,deplorable,YES,@USER,Go burn in hell,YES,,,,,,,,,,,,
1157846582496120832,"@USER @USER Urgh, leads with hate speech and a picture of @USER... FFS msm are total #FakeNews and disgusting!",@USER,FFS,YES,msm,#FakeNews,YES,msm,disgusting,YES,,,,,,,,,,,,
1160615540282548224,"@USER And that's how you deal with those kind of idiots, well done 😉",@USER,kind of idiots ,YES,,,,,,,,,,,,,,,,,,
1187509933794824193,I’m tired of arguing with white ppl on the news threads over the fair and shit 🙄 I’m bout to start shaking the phone 🤷🏾‍♂️ REP,white ppl,shit,YES,,,,,,,,,,,,,,,,,,
1187376160411443202,@USER 48 Republicans are allowed to attend so cut the crap,@USER,cut the crap,YES,,,,,,,,,,,,,,,,,,
1186367191471591425,@USER @USER @USER @USER Theories spread by RU troll bots and disinfo. Come the fuck on.,NULL,come the fuck on,YES,,,,,,,,,,,,,,,,,,
1158591583232647168,seokjin: people who don't speak &gt; the WHOLE of south korea: that's US 🙋🏻‍♀️🙋🏻‍♂️🙋🏻‍♀️�,people,shit to say,YES,,,,,,,,,,,,,,,,,,
1159231914936586241,@USER they're gay as hell and everyone knows it,they're,gay as hell,YES,,,,,,,,,,,,,,,,,,
1161172236302082048,Make Instagram casual again let people post what they want I mean come on what the fuck is even real,NULL,what the fuck,NO,,,,,,,,,,,,,,,,,,
1159227356168556544,big fat mood before any city thursdayi look fucking butters in everything i’m NOT GOI,NULL,fucking butters,YES,,,,,,,,,,,,,,,,,,
1186800426403991553,Nigga was tryna bang f on local black owned businesses and thought he’d prosp,Nigga,Nigga,YES,Nigga,tryna bang,YES,,,,,,,,,,,,,,,
1186254985056489472,@USER Because your puny brain thinks that LNP voters are ignorant is why we the majority vote them in,@USER,puny brain,YES,LNP voters,ignorant,YES,,,,,,,,,,,,,,,
1160338432339730433,@USER Double rim so all these fools that bomb up 3's can shoot 10% while I go to the rack lmao,NULL,fools,NO,,,,,,,,,,,,,,,,,,
1162352915559985152,Niggas be too woke. Some of y’all could use some re,Niggas,Niggas,YES,Niggas,be too woke,YES,,,,,,,,,,,,,,,
1162156867549847552,Man these old white men talking about the power of God for their own personal gain are making me want to vomit. #TheFamily,old white men,vomit,YES,,,,,,,,,,,,,,,,,,
1162101011726643201,@USER Disagree. They talk bad and hate Jews. To hell with them.,They,talk bad,YES,They,hate jews,YES,They,To hell with them,YES,,,,,,,,,,,,
1186706729762992129,Honestly some of these rappers in this Rhythm + flow thingy crack me the hell up ah! 😂�,the rappers,crack me the hell up,NO,,,,,,,,,,,,,,,,,,
1160717101205721090,@USER kinda fucked up how we literally are and have been jookyun and didnt even realize it,@USER,kinda fucked up,YES,,,,,,,,,,,,,,,,,,
1162044074465144832,"I love when a nigga asks me out and then already knows what he wanna do, even tho all these niggas ever wanna do is bowl",nigga,nigga,YES,niggas,niggas,YES,,,,,,,,,,,,,,,
1157236525182140418,"@USER What a racist and hateful thing to say, Ms. Rao.",@USER,racist,YES,@USER,hateful,YES,,,,,,,,,,,,,,,
1159220703939518468,"@USER Wouldn’t it be great if those stupid idiots turn into smart people who voted against Trump on November 3, 2020",stupid idiots,stupid idiots,YES,,,,,,,,,,,,,,,,,,
1160155416875143168,@USER How the hell they understand each other all that screaming lol Seems Chimps have incarcerated into their bodies 🤪,they,chimps have incarcerated into their bodies,YES,,,,,,,,,,,,,,,,,,
1185989460527407105,Someone needs to cover Jones.. defense needs to step the hell up!! These flags are ridiculous..,NULL,step the hell up,NO,NULL,ridiculous,NO,,,,,,,,,,,,,,,
1158263504710897664,@USER @USER Actually fuck that. Quit blaming people and vote.,@USER,fuck that,YES,@USER,blaming people,YES,,,,,,,,,,,,,,,
1155556169894772736,like yes its still terrible and concerning but lying about abuse? lying about someone taking advantage of a kid? nah yall are sick,NULL,lying about abuse,YES,NULL,lying,YES,NULL,taking advantage of a kid,YES,Yall,sick,YES,,,,,,,,,
1188249678720188420,The awards ceremony is dumb and most of the comments on the tweet announcing are dumber.,awards ceremony,dumb,YES,NULL,are dumber,YES,,,,,,,,,,,,,,,
1166030479776264199,@USER There is no such thing as child prostitution. It's called child rape. What the hell is wrong with these people?,@USER,child prostitution,YES,@USER,child rape,YES,these people,what the hell is wrong,YES,,,,,,,,,,,,
1161204974283628544,@USER Speaking from a racist obsessed with hatred for white people. Working in the capacity of a job created by white people.,NULL,racist obsessed with hatred for white people,YES,,,,,,,,,,,,,,,,,,
1185775261834530816,Just a random reminder that trans and non-binary people are valid and awesome as fuck.,NULL,awesome as fuck,NO,,,,,,,,,,,,,,,,,,
1156808395757948930,@USER @USER Meanwhile a black man follows all his orders and gets shot not tased smh this a sick world,black man,gets shot,YES,NULL,sick world,YES,,,,,,,,,,,,,,,
1186065121862397952,"@USER @USER @USER Yeah, that worked out well. You people are sick.",You people,are sick,YES,,,,,,,,,,,,,,,,,,
1155628643122630658,this fanbase is on timeout what the fuck is this..swifties always complain about being poor taylor offers a solution in the form of a capital one credit card and they still complain,this fanbase,what the fuck,YES,swifities,complain,YES,,,,,,,,,,,,,,,
1188290327200681985,@USER I also preech... Those who do not worship idol .. they go to hell..,they,go to hell,YES,,,,,,,,,,,,,,,,,,
1157078174225879040,Did you know that democrats think that black people are incapable of owning an ID? Democrats are the racists #Blexit,black people,incapable,YES,Democrats,racists,YES,,,,,,,,,,,,,,,
1160351240976502784,ugly people make pretty kids and pretty people make ugly kids idk why,ugly people,ugly people,YES,pretty people,make ugly kids,YES,,,,,,,,,,,,,,,
1162434278879367174,girlfriends always show off their boyfriends on their instagram n twitter n shit and guys post a photo of their girl maybe twice a year �,girlfriends,n shit,YES,,,,,,,,,,,,,,,,,,
1187489997190062080,Cancel culture hasn’t even gotten the people who have committed crimes out of here and yet ppl wanna bitch about how it’s ruining soci,ppl,wanna bitch,YES,,,,,,,,,,,,,,,,,,
1157462401081413632,I assume every trans girl owns a bunch of random car shit tank tops/shirts due to family gift giving,trans girls,car shit,YES,,,,,,,,,,,,,,,,,,
1159896566380912640,Lol **whispers** the TL full of idiots too lmao RT @USER: @USER This can't be the same Dr. Sebi the TL was talking bout....,TL,full of idiots,YES,,,,,,,,,,,,,,,,,,
1186471256318791681,armys making ugly jokes abt the boys again like do u all ever stop self projecting ur insecurities into them,armys,ugly jokes,YES,u all,self projecting ur insecurities,YES,,,,,,,,,,,,,,,
1158669360006721536,"most people that talk shit on anime haven’t even tried watching and once they do, they end up loving ",most people,talk shit,YES,,,,,,,,,,,,,,,,,,
1156608484902764544,@USER @USER @USER Some of you blue checks really do say breathtakingly stupid things.,NULL,breathtakingly stupid things,YES,,,,,,,,,,,,,,,,,,
1159796690561318913,@USER They’re celebrating the ability to kill babies. This is sick beyond comprehensio,They're,kill babies,YES,NULL,sick beyond comprehension,YES,,,,,,,,,,,,,,,
1160314049772576769,t*ylor sw*ft stans are sitting here acting like they know how the fucking music business works and I have to laugh!!!,t*ylor sw*ft stans,fucking music,YES,,,,,,,,,,,,,,,,,,
1186967853305610240,@USER @USER some women are just crazy boy. drive a man insane. that kind of woman can make a man die early.,some women,just crazy boy,YES,some women,make a man die early,YES,,,,,,,,,,,,,,,
1159371643359129600,You got morons handling business. No proper recruitment process. And that's bad enough. @USER,You,got morons,YES,You,bad enough,YES,,,,,,,,,,,,,,,
1160733094195978240,@USER I mean sex is spiritual. Damn what these catholic people try to say about sex.,catholic people,Damn,YES,,,,,,,,,,,,,,,,,,
1161616733473402880,Im not stupid i knew it was a joke. I hate when women i dont know comment on my stuff,NULL,not stupid,YES,women,I hate,YES,,,,,,,,,,,,,,,
1161745322558644224,@USER A night of lyes racist comments with white suprematism over tones from the clown in the White House,the clown,night of lyes racist comments,YES,the clown,white suprematism,YES,the clown,the clown,YES,,,,,,,,,,,,
1187141929827483653,Why my cart had to start making noise in Walmart after I start shopping fr all these people looking at me like I’m stupid 🤦�,the people,stupid,NO,,,,,,,,,,,,,,,,,,
1097217313764298752,Men are legit liars lmao like I really want to know why are y’all like this 😂😂😂 y’all will lie about literally any and e,Men,legit liars,YES,y'all,lie,YES,,,,,,,,,,,,,,,
1187554300882501635,I does watch the kinda stuff some “men” posting to their WhatsApp statuses &amp; I just wanna thank the Lord that my man ain’t that s,my man,ain't that stupid,NO,,,,,,,,,,,,,,,,,,
1159970293571575808,Canadians like to pretend we are above the problems the USA have but we are just as bad. Start upholding the fucking treaties you agreed to.,Canadians,just as bad,YES,Canadians,fucking treaties,YES,,,,,,,,,,,,,,,
1187161609736769536,All these stupid stories about how Democrats ignore rural America and yet they're the ones trying to bring them into the 21st century.,Democrats,ignore,YES,them,brin them into the 21st century,YES,,,,,,,,,,,,,,,
1188696220350345221,I hate to break it to u but people really aren’t as dumb as u think they a,u,aren't as dumb as u think,YES,,,,,,,,,,,,,,,,,,
1188128422918283266,Idk why I thought working for City Market would be better than Ross. Fuck both of these jobs,City Market,fuck,YES,Ross,fuck,YES,,,,,,,,,,,,,,,
1157718710813102080,y’all really be laughing at people vomiting? are we 12? I swear I block 20 niggas a day based off the geek shit y’all laugh at/intera,y'all,laugh at people vomiting,YES,niggas,niggas,YES,niggas,geek shit,YES,,,,,,,,,,,,
1186807962267987968,sometimes I just wanna share shit on facebook just to sit back and watch my family members go bizerk in the comments,NULL,share shit,YES,family members,go bizerk,YES,,,,,,,,,,,,,,,
1155823718796603392,Women claim they want a nigga that’s anti social until they realise what it comes with l,women,anti social nigga,YES,niggas,anti social nigga,YES,,,,,,,,,,,,,,,
1187809604497006593,"People who stan Kanye act just like that nigga &amp; think they’re like the upper echelon of smart people, man stfu l",nigga,nigga,YES,they're,thing they're the upper echelon of smart people,YES,they're,stfu,YES,,,,,,,,,,,,
1187963510539448320,@USER Men might be trash but women are just raccoons #trashpandas,Men,trash,YES,women,raccoons,YES,women,#trashpandas,YES,,,,,,,,,,,,
1185993323447832577,honestly i feel like i should just stop tweeting bullshit and start tweeting bullshit concepts only,NULL,bullshit,YES,NULL,bullshit concepts,YES,,,,,,,,,,,,,,,
1156326805852344320,Election security is important. ID shouldn’t be an issue unless people are being dishonest. #NationwideVoterIDHere's your daily reminder that Democrats think black people are too stupid to obtain Voter I,Democrats,black people are too stupid,YES,black people,too stupid,YES,,,,,,,,,,,,,,,
1188469510774366211,My phone be on DND 🌙 most of the time cause folks don’t be talking bout shit! 🥴 not what I wanna talk about anyways �,folks,be talking shit,YES,,,,,,,,,,,,,,,,,,
1160898829165780992,the only enemies to lovers fics I fuck with are when they're both at war with each other and not when the ~top~ bullies the ~bottom~,NULL,fuck with,YES,,,,,,,,,,,,,,,,,,
1157890979946479616,@USER Disgusting. Parents undoubtedly racists too. No one is born hating ppl like that.,NULL,Disgusting,YES,Parents,racists,YES,NULL,born hating,YES,,,,,,,,,,,,
1186741210217615360,I’m so sick of young girls saying they’re not feminists because all they’ve been exposed to is the ridiculous “white feminist,feminists,"""white feminist"" trash",YES,,,,,,,,,,,,,,,,,,
1160004825712480258,Letting people go to Hell because correcting them would hurt their feelings isn’t “nice”—it’s just,people,go to Hell,YES,NULL,cowardly,YES,,,,,,,,,,,,,,,
1186574385668378624,People making fun of animals killed for slaughter despite the fact they’re creating the demand for consumption is the most disgusting thi,People,disgusting thing,YES,,,,,,,,,,,,,,,,,,
1158179349847142400,"With all these racist whites targeting minorities in mass shootings, maybe the minorities should arm themselves...",racist whites,racist,YES,racist whites,targeting minorities,YES,racist whites,mass shootings,YES,,,,,,,,,,,,
1161074594561822720,@USER Well shit you right 😭😂😂 Them residuals should’ve been hitting hard ~ IG that took advantage of th,@USER,shit,NO,,,,,,,,,,,,,,,,,,
